roll_number,legal,address,land_area,land_area_unit,subdivision,zoning,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
387900,0421911 1 30,8006 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"359,780",8006,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776493,-113.638592
388000,0421911 1 31,8008 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"353,260",8008,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776617,-113.638561
388100,0421911 1 32,8010 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"404,490",8010,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776732,-113.638552
388200,0421911 1 33,8012 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"366,930",8012,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776854,-113.638564
388300,0421911 1 34,8014 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"400,440",8014,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776951,-113.638567
388400,0421911 1 35,8016 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"366,100",8016,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.777048,-113.638589
388500,0421911 1 36,8102 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"368,240",8102,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.7772181,-113.6381546
388600,0421911 1 37,8104 - 97 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"382,650",8104,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.777272,-113.63857
388700,0421911 1 38,8106 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"365,030",8106,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.7774464,-113.6381483
388800,0421911 1 39,8108 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"383,380",8108,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.7775285,-113.6381498
388900,0421911 1 40,8110 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"385,040",8110,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.7776555,-113.6381503
389100,0421911 1 41,8112 - 97 ST,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"412,860",8112,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.77773,-113.63857
389200,0421911 1 42,9616 - 82 ave,10,Acres,Town of Morinville,Single Det Compact Residential,10,Acres,2014,"501,490",9616,82 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.777939,-113.638616
389300,0421911 1 43,9614 - 82 ave,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"453,850",9614,82 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.778048,-113.638376
389400,0421911 1 44,9612 - 82 ave,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"366,340",9612,82 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.778012,-113.637844
389500,0421911 1 45,9610 - 82 ave,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"359,390",9610,82 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7780066,-113.6376951
389600,0421911 1 46,9608 - 82 ave,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"305,220",9608,82 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7780048,-113.6374654
389700,0421911 1 47,9606 - 82 AVE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"402,890",9606,82 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7779982,-113.6373229
389800,0421911 1 48,9604 - 82 ave,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"384,870",9604,82 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7780133,-113.6370778
389900,0421911 1 49,9602 - 82 AVE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"395,000",9602,82 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7778843,-113.6369509
390000,0421911 4 1,8101 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"388,430",8101,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.777325,-113.636455
390100,0421911 4 2,8103 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"362,620",8103,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.777506,-113.6363982
390200,0421911 4 3,8105 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"354,880",8105,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.777555,-113.636464
390300,0421911 4 4,8107 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"382,200",8107,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.777667,-113.636467
390400,0421911 4 5,8109 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"333,720",8109,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7778492,-113.6364028
390500,0421911 4 6,8201 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"354,410",8201,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7779175,-113.6366896
390600,0421911 4 7,8203 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"394,390",8203,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.778001,-113.636485
390700,0421911 4 8,8205 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"383,420",8205,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.778148,-113.6363795
390800,0421911 5 2,8001 - 96 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"416,430",8001,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.776381,-113.635712
390900,0421911 5 3,8003 - 96 ST,11,Acres,Town of Morinville,Single Det Compact Residential,11,Acres,2014,"545,670",8003,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.776532,-113.635712
391000,0421911 5 4,8005 - 96 ST,10,Acres,Town of Morinville,Single Det Compact Residential,10,Acres,2014,"528,800",8005,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.776684,-113.635828
391100,0421911 5 5,8007 - 96 ST,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"413,360",8007,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.776717,-113.6362
391200,0421911 5 6,8009 - 96 ST,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"369,470",8009,96 Street,Morinville,Alberta,Division No. 11,Canada,,53.7765808,-113.6361006
391300,0421911 5 7,8011 - 96 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"381,020",8011,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.776957,-113.636588
391400,0421911 5 8,9509 - 81 AVE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"318,460",9509,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.776966,-113.636382
391500,0421911 7 1,8112 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"337,900",8112,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.77766,-113.637288
391600,0421911 7 2,8110 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"374,410",8110,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7775808,-113.6369082
391700,0421911 7 3,8108 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"336,530",8108,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.777445,-113.637291
391800,0421911 7 4,8106 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"377,130",8106,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.77733,-113.637291
391900,0421911 7 5,8104 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"336,370",8104,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.77722,-113.637301
392000,0421911 7 6,8102 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"361,810",8102,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.777114,-113.63731
392100,0421911 7 7,8016 - 96 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"362,320",8016,96 Street,Morinville,Alberta,Division No. 11,Canada,,53.7770549,-113.6368884
392200,0421911 7 8PUL,,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"27,800",,,,,,,,,
392300,0421911 7 9,8014 - 96 ST,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"375,380",8014,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.77682,-113.637304
392400,0421911 7 10,8012 - 96 ST,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"421,140",8012,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7767339,-113.6368381
392500,0421911 7 11,8010 - 96 ST,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"453,800",8010,96 Street,Morinville,Alberta,Division No. 11,Canada,,53.7766116,-113.6367179
392600,0421911 7 12,8008 - 96 ST,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"365,310",8008,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.7764892,-113.6366314
392700,0421911 7 13,8006 - 96 st,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"373,860",8006,96 Street,Morinville,Alberta,Division No. 11,Canada,,53.7764081,-113.6365268
392800,0421911 7 14,8004 - 96 St.,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"388,670",8004,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.776245,-113.636791
392900,0421911 7 15,8002 - 96 st,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"372,690",8002,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.7762458,-113.636242
393000,0421911 7 16,7912 - 96 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"406,740",7912,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.776005,-113.63647
393100,0421911 7 17,7910 - 96 st,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"90,770",7910,96 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.77586,-113.636555
393200,0421911 7 18,9602 - 79 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"324,440",9602,79 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.775672,-113.636464
393300,0421911 7 19,9604 - 79 AVE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"385,300",9604,79 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.77569,-113.636694
393400,0421911 7 20,9606 - 79 AVE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"486,330",9606,79 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.77569,-113.636967
393500,0421911 7 21,7907 - 97 ST,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"401,180",7907,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.7758716,-113.6369428
393600,0421911 7 22,7909 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"401,230",7909,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.776017,-113.637152
393700,0421911 7 23,7911 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"370,910",7911,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.7760702,-113.6372112
393800,0421911 7 24,7913 - 97 ST,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"419,410",7913,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W1,53.776187,-113.637437
393900,0421911 7 25,7915 - 97 ST,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"499,620",7915,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776251,-113.637585
394000,0421911 7 26,8001 - 97 ST,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"430,000",8001,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776411,-113.6376062
394100,0421911 7 27,8003 - 97 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"341,090",8003,97 Street,Morinville,Alberta,Division No. 11,Canada,,53.7765912,-113.6376837
394200,0421911 7 28,8005 - 97 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"340,810",8005,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776617,-113.637779
394300,0421911 7 29,8007 - 97 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"372,380",8007,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.7768059,-113.6376898
394400,0421911 7 30,8009 - 97 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"346,030",8009,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.776842,-113.637776
394500,0421911 7 31,8011 - 97 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"334,020",8011,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.7770819,-113.6376772
394600,0421911 7 32,8101 - 97 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"384,710",8101,97 Street,Morinville,Alberta,Division No. 11,Canada,,53.77718,-113.637689
394700,0421911 7 33,8103 - 97 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"362,080",8103,97 Street,Morinville,Alberta,Division No. 11,Canada,,53.7772925,-113.6376804
394800,0421911 7 34,8105 - 97 ST,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"326,480",8105,97 Street,Morinville,Alberta,Division No. 11,Canada,,53.7774094,-113.637677
394900,0421911 7 35MR,8109 - 97 ST,13,Acres,Town of Morinville,Parks & Open Spaces,13,Acres,2014,"182,900",8109,97 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1W3,53.777613,-113.637493
116300,7821312 17 4,,1.13,Acres,Town of Morinville,NO LAND USE,1.13,Acres,2014,0,,,,,,,,,
116400,7821840 17 5,,3.7,Acres,Town of Morinville,NO LAND USE,3.7,Acres,2014,0,,,,,,,,,
115900,7920319 16 34,,2.54,Acres,Town of Morinville,NO LAND USE,2.54,Acres,2014,0,,,,,,,,,
116200,7922069 17 2,,1.44,Acres,Town of Morinville,Not Specified,1.44,Acres,2014,0,,,,,,,,,
3455,9523938,,15,Acres,Town of Morinville,NO LAND USE,15,Acres,2014,0,,,,,,,,,
9000141,2406RS 5 14,14 MORINVILLE ESTATES,,Acres,Town of Morinville,Manufctured Home Park,,Acres,2014,"73,580",,Morinville Road,Morinville,Alberta,Division No. 11,Canada,,53.7849124,-113.6448771
36870,9724224 MASTER FILE,,16,Acres,Town of Morinville,NO LAND USE,16,Acres,2014,0,,,,,,,,,
663030,1421148 6 6D,3 10009B - 98 AVENUE,4,Acres,Town of Morinville,Two Unit Residential,4,Acres,2014,"366,180",10009,98 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1G3,53.798348,-113.646187
70750,0426024 Master File,,2.01,Acres,Town of Morinville,NO LAND USE,2.01,Acres,2014,0,,,,,,,,,
70701,0426024 UNIT 1,9901 - 102 AVENUE,,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,930",9901,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804978,-113.644426
70702,0426024 UNIT 2,9903 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,930",9903,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804972,-113.644271
70703,0426024 UNIT 3,9905 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,930",9905,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804966,-113.644162
70704,0426024 UNIT 4,9907 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"266,830",9907,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804978,-113.64405
70705,0426024 UNIT 5,9909 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9909,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804972,-113.643929
70706,0426024 UNIT 6,9911 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9911,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804975,-113.643817
70707,0426024 UNIT 7,9902 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,750",9902,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804651,-113.644423
70708,0426024 UNIT 8,9904 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,750",9904,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804645,-113.644271
70709,0426024 UNIT 9,9906 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9906,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804645,-113.644168
70710,0426024 UNIT 10,9908 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9908,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804639,-113.644053
70711,0426024 UNIT 11,9910 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9910,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804639,-113.643938
70712,0426024 UNIT 12,9912 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9912,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804642,-113.643826
70713,0426024 UNIT 13,9913 - 102 AVENUE,,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"268,010",9913,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804972,-113.643729
70714,0426024 UNIT 14,9915 - 102 AVENUE,,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"272,490",9915,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804966,-113.643595
70715,0426024 UNIT 15,9917 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9917,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804969,-113.643483
70717,0426024 UNIT 17,9921 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9921,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804969,-113.643277
70716,0426024 UNIT 16,9919 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9919,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804969,-113.643377
70718,0426024 UNIT 18,9923 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"266,810",9923,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804969,-113.643159
70719,0426024 UNIT 19,9925 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9925,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804975,-113.643041
70720,0426024 UNIT 20,9927 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9927,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804978,-113.64292
70721,0426024 UNIT 21,9914 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"264,540",9914,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804654,-113.643717
70722,0426024 UNIT 22,9916 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9916,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804648,-113.643605
70723,0426024 UNIT 23,9918 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9918,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804645,-113.643501
70724,0426024 UNIT 24,9920 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"258,910",9920,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804654,-113.643389
70725,0426024 UNIT 25,9922 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"267,720",9922,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804609,-113.643262
70726,0426024 UNIT 26,9924 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"267,720",9924,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804584,-113.643171
70727,0426024 UNIT 27,9926 - 102 AVENUE,2.01,Acres,Town of Morinville,Two Unit Residential,,Acres,2014,"267,720",9926,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804551,-113.643056
70728,0426024 UNIT 28,9928 - 102 AVENUE,2.01,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"267,720",9928,102 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V9,53.804572,-113.642926
361700,0522075 35 11,10507 - 95 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"398,430",10507,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8086966,-113.6339441
361800,0522075 35 12,10505 - 95 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"437,300",10505,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8086333,-113.6340537
361900,0522075 35 13,,7,Acres,Town of Morinville,Parks & Open Spaces,7,Acres,2014,"145,340",,,,,,,,,
363800,0522075 35 14,9416 - 105 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"432,280",9416,105 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8082623,-113.6345892
363900,0522075 35 15,9414 - 105 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"373,830",9414,105 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8081842,-113.6343833
363200,0522075 36 1,10411 - 95 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"399,840",10411,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8076193,-113.6356017
363300,0522075 36 2,10413 - 95 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"390,700",10413,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.80763,-113.63524
363400,0522075 36 3,10415 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"387,000",10415,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8080626,-113.6356231
363500,0522075 36 4,10417 - 95 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"380,420",10417,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8078372,-113.6351846
363600,0522075 36 5,9415 - 105 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"455,010",9415,105 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8080584,-113.6348884
363700,0522075 36 6,9413 - 105 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"538,420",9413,105 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8079477,-113.6346854
360000,0520186 33 11,9408 - 106 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"337,310",9408,106 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.809403,-113.632903
360100,0520186 33 12,10601 - 93 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"380,000",10601,93 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8055378,-113.6316794
360200,0520186 33 13,10603 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"354,650",10603,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8094281,-113.6336762
360300,0520186 33 14,10605 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"427,280",10605,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8095585,-113.6336975
360400,0520186 33 15,10607 - 93 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"406,040",10607,93 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8055378,-113.6316794
360500,0520186 33 16,10609 - 93 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"424,220",10609,93 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8055378,-113.6316794
361300,0520186 35 8,10513 - 93 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"362,150",10513,93 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8055378,-113.6316794
361400,0520186 35 9,10511 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"349,660",10511,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8088982,-113.6337964
361500,0520186 35 10,10509 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"387,960",10509,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8088172,-113.6338797
360600,0520186 37 3,10608 - 95 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"387,550",10608,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8096325,-113.6342893
360700,0520186 37 4,10606 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"409,860",10606,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8095059,-113.6342342
360800,0520186 37 5,10604 - 93 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"418,890",10604,93 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8055378,-113.6316794
