Address,PID,Property LINC,Roll Number,Tax Year,Assessment Value,Description,Legal Description,Land Use District Code,Land Use Description,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
15 VISTA ST,2060308,31257629,008297,2016,"$304,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 23 Block: 4 Plan: 052 4762,,,Spruce Grove,15,Vista Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P6,53.5604092,-113.8833096
15 VIVIAN WAY,2222392,32569072,009904,2016,"$454,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 18 Block: 13 Plan: 072 6897,,,Spruce Grove,15,Vivian Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B9,53.561484,-113.878164
15 WASCANA ST,1379752,15128127,001595,2016,"$325,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 25 Block: 4 Plan: 3083TR,,,Spruce Grove,15,Wascana Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1M4,53.5543989,-113.903292
15 WAVERLEY CRES,1379679,14923965,001768,2016,"$349,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 25 Block: 7 Plan: 3371TR,,,Spruce Grove,15,Waverley Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1N5,53.55256,-113.90385
15 WEDGEWOOD AVE,1379760,19361245,001601,2016,"$349,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 31 Block: 4 Plan: 3083TR,,,Spruce Grove,15,Wedgewood Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1M5,53.5543518,-113.904769
15 WELLINGTON CRES,1376489,13384482,002565,2016,"$279,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 10 Block: 1 Plan: 782 2918,,,Spruce Grove,15,Wellington Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1K6,53.552964,-113.9007724
15 WESTCOVE ST,1376304,13016076,002803,2016,"$293,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 4 Plan: 782 3421,,,Spruce Grove,15,Westcove Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1V3,53.5439047,-113.919615
15 WESTON CRT,1381202,21966445,004715,2016,"$306,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 115 Block: 2 Plan: 922 0882,,,Spruce Grove,15,Weston Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3J5,53.5458082,-113.9165321
15 WINDERMERE DR,1379634,17491903,001872,2016,"$362,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 10 Plan: 3371TR,,,Spruce Grove,15,Windermere Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1P9,53.551675,-113.902924
15 WOODSIDE CRES,1379916,12195831,004258,2016,"$356,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 46 Block: 12 Plan: 892 3275,,,Spruce Grove,15,Woodside Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3E5,53.556914,-113.900501
150 LAKELAND DR,1378255,27938315,006662,2016,"$384,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 17 Plan: 992 3045,,,Spruce Grove,150,Lakeland Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.54574,-113.878712
150 SPRUCE GARDENS CRES,2708716,35904812,015342,2016,"$85,500.00",VACANT RESIDENTIAL LAND,Lot: 25A Block: 1 Plan: 132 4786,,,Spruce Grove,,Spruce Gardens Crescent,Spruce Grove,Alberta,Division No. 11,Canada,,53.557053,-113.9408666
150 WESTRIDGE CRES,1380421,10015057,004065,2016,"$393,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 28 Block: 11 Plan: 882 1513,,,Spruce Grove,150,Westridge Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3C8,53.5435662,-113.926808
151 CENTURY CROSSING,2624582,35005158,013489,2016,"$23,645,000.00",COMMERCIAL,Lot: 26 Block: 23 Plan: 112 2638,,,Spruce Grove,151,Century Crossing,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C8,53.5426362,-113.877216
151 HENDERSON LINK,2699393,35747286,014849,2016,"$487,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 64 Block: 7 Plan: 132 3212,,,Spruce Grove,151,Henderson Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C7,53.5593272,-113.9469997
151 LAKELAND DR,1378230,27938050,006633,2016,"$357,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 46 Block: 15 Plan: 992 3045,,,Spruce Grove,151,Lakeland Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A4,53.54584089999999,-113.879387
151 SPRUCE GARDENS CRES,2708740,35904994,015360,2016,"$85,500.00",VACANT RESIDENTIAL LAND,Lot: 34A Block: 1 Plan: 132 4786,,,Spruce Grove,,Spruce Gardens Crescent,Spruce Grove,Alberta,Division No. 11,Canada,,53.557053,-113.9408666
152 87 BROOKWOOD DR,1054699,14131940,002507,2016,"$200,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 52 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
152 BROOKWOOD DR,1379060,14681175,001101,2016,"$304,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 4 Plan: 5805RS,,,Spruce Grove,152,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1G5,53.550386,-113.886897
152 GILMORE WAY,2689771,35608348,014624,2016,"$311,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 7 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
152 GREENWOOD DR,1381049,11882256,003453,2016,"$307,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 20 Block: 6 Plan: 812 1381,,,Spruce Grove,152,Greenwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Y6,53.5551782,-113.8789159
152 HARVEST RIDGE DR,2736945,36356202,016059,2016,"$108,300.00",VACANT RESIDENTIAL LAND,Lot: 47 Block: 11 Plan: 142 4670,,,Spruce Grove,152,Harvest Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E9,53.5617381,-113.948547
152 HEMINGWAY CRES,2759461,36815943,016693,2016,"$143,600.00",VACANT RESIDENTIAL LAND,Lot: 111 Block: 14 Plan: 152 3898,,,Spruce Grove,,,,,,,,,
152 SPRINGFIELD CRES,1377426,21775227,004608,2016,"$228,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 1 Plan: 922 0694,,,Spruce Grove,152,Springfield Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3H8,53.5580618,-113.929655
152 WESTRIDGE CRES,1380422,10015064,004064,2016,"$350,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 27 Block: 11 Plan: 882 1513,,,Spruce Grove,152,Westridge Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3C8,53.5433985,-113.9268166
153 87 BROOKWOOD DR,1054699,14131958,002508,2016,"$207,000.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 53 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
153 BROOKWOOD DR,1378930,12609707,001198,2016,"$318,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 39 Block: 11 Plan: 5805RS,,,Spruce Grove,153,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1C4,53.551646,-113.890051
153 GILMORE WAY,2689764,35607845,014569,2016,"$310,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 58 Block: 5 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
153 HARVEST RIDGE DR,2677471,35383181,014301,2016,"$478,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 41 Block: 11 Plan: 122 3799,,,Spruce Grove,153,Harvest Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E9,53.5617381,-113.948547
153 HENDERSON LINK,2699394,35747294,014850,2016,"$126,900.00",VACANT RESIDENTIAL LAND,Lot: 65 Block: 7 Plan: 132 3212,,,Spruce Grove,153,Henderson Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C7,53.5593272,-113.9469997
153 LAKELAND DR,1378229,27938042,006632,2016,"$390,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 45 Block: 15 Plan: 992 3045,,,Spruce Grove,153,Lakeland Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.5460276,-113.8793126
153 SPRUCE GARDENS CRES,2708739,35905000,015361,2016,"$85,500.00",VACANT RESIDENTIAL LAND,Lot: 34B Block: 1 Plan: 132 4786,,,Spruce Grove,,Spruce Gardens Crescent,Spruce Grove,Alberta,Division No. 11,Canada,,53.557053,-113.9408666
154 495 SOUTH AVE,2430936,33922139,012422,2016,"$272,900.00",COMMERCIAL,Unit: 14 Plan: 092 6014,,,Spruce Grove,495,South Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5399965,-113.8861472
154 87 BROOKWOOD DR,1054699,14110142,002509,2016,"$206,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 54 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
154 GILMORE WAY,2689770,35608330,014623,2016,"$318,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 7 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
154 HEMINGWAY CRES,2759462,36815951,016694,2016,"$140,400.00",VACANT RESIDENTIAL LAND,Lot: 112 Block: 14 Plan: 152 3898,,,Spruce Grove,,,,,,,,,
154 LAKELAND DR,1378253,27938299,006664,2016,"$390,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 17 Plan: 992 3045,,,Spruce Grove,154,Lakeland Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.5459702,-113.8789194
154 LAKEWOOD DR,1055505,29413424,005371,2016,"$382,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 20 Block: 17 Plan: 022 4539,,,Spruce Grove,154,Lakewood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.5461079,-113.878256
154 SPRUCE GARDENS CRES,2708718,35904796,015340,2016,"$85,500.00",VACANT RESIDENTIAL LAND,Lot: 24A Block: 1 Plan: 132 4786,,,Spruce Grove,,Spruce Gardens Crescent,Spruce Grove,Alberta,Division No. 11,Canada,,53.557053,-113.9408666
155 87 BROOKWOOD DR,1054699,14110150,002510,2016,"$201,000.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 55 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
155 GILMORE WAY,2689765,35607853,014570,2016,"$319,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 59 Block: 5 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
155 HARVEST RIDGE DR,2677470,35383173,014300,2016,"$131,400.00",VACANT RESIDENTIAL LAND,Lot: 40 Block: 11 Plan: 122 3799,,,Spruce Grove,155,Harvest Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E9,53.5617381,-113.948547
155 HENDERSON LINK,2699395,35747302,014851,2016,"$130,500.00",VACANT RESIDENTIAL LAND,Lot: 66 Block: 7 Plan: 132 3212,,,Spruce Grove,155,Henderson Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C7,53.5593272,-113.9469997
155 SOUTH AVE,2601600,34878158,013577,2016,"$1,927,800.00",COMMERCIAL,Lot: 9 Block: 2 Plan: 112 3753,,,Spruce Grove,155,South Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.538937,-113.9009476
156 87 BROOKWOOD DR,1054699,14110167,002511,2016,"$200,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 56 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
156 BROOKWOOD DR,1379053,10443810,001103,2016,"$302,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 4 Plan: 5805RS,,,Spruce Grove,156,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1G5,53.55053299999999,-113.886477
10 GEORGE CRT,2704202,35824564,015133,2016,"$601,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 4 Plan: 132 4053,,,Spruce Grove,,George Court,,Alberta,Division No. 11,Canada,,53.5615683,-113.8650984
10 GEORGE ST,2602215,34880773,013680,2016,"$593,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 4 Plan: 112 3786,,,Spruce Grove,,George Street,Spruce Grove,Alberta,Division No. 11,Canada,,53.5615667,-113.8656005
10 GOEBEL CL,1380892,12700290,003130,2016,"$352,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 33 Block: 3 Plan: 792 1841,,,Spruce Grove,10,Goebel Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5529889,-113.8797755
10 GOEBEL DR,1380962,12685989,003186,2016,"$358,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 5 Plan: 792 1841,,,Spruce Grove,10,Goebel Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5529889,-113.8797755
10 GOEBEL PL,1380902,12740262,003138,2016,"$511,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 41 Block: 3 Plan: 792 1841,,,Spruce Grove,10,Goebel Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5529889,-113.8797755
10 GOSSET PL,1379626,16972250,000246,2016,"$364,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 10 Block: 2 Plan: 5179MC,,,Spruce Grove,10,Gosset Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J5,53.5436651,-113.8939705
10 GRASSVIEW CL,2010895,16986200,004409,2016,"$422,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 15 Block: 7 Plan: 912 0438,,,Spruce Grove,10,Spruce Lane,Mentor,Ohio,Lake County,United States,44060,41.6782147,-81.31053779999999
10 GRASSVIEW CRES,1380679,16986101,004399,2016,"$368,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 7 Plan: 912 0438,,,Spruce Grove,10,Spruce Lane,Mentor,Ohio,Lake County,United States,44060,41.6782147,-81.31053779999999
10 GREENBURY CL,2585843,34785627,013481,2016,"$347,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 7 Plan: 112 2561,,,Spruce Grove,10,Greenbury Close,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L7,53.556743,-113.863854
156 GILMORE WAY,2689769,35608322,014622,2016,"$343,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 7 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
156 HEMINGWAY CRES,2759463,36815968,016695,2016,"$139,200.00",VACANT RESIDENTIAL LAND,Lot: 113 Block: 14 Plan: 152 3898,,,Spruce Grove,,,,,,,,,
157 BROOKWOOD DR,1378952,16607012,001196,2016,"$321,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 37 Block: 11 Plan: 5805RS,,,Spruce Grove,157,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1C4,53.551519,-113.889596
157 GILMORE WAY,2689766,35607860,014571,2016,"$350,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 60 Block: 5 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
157 HARVEST RIDGE DR,2677469,35383165,014299,2016,"$124,600.00",VACANT RESIDENTIAL LAND,Lot: 39 Block: 11 Plan: 122 3799,,,Spruce Grove,157,Harvest Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E9,53.5617381,-113.948547
157 HENDERSON LINK,2699396,35747310,014852,2016,"$492,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 67 Block: 7 Plan: 132 3212,,,Spruce Grove,157,Henderson Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C7,53.5593272,-113.9469997
157 LAKELAND DR,1378227,27938026,006630,2016,"$353,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 43 Block: 15 Plan: 992 3045,,,Spruce Grove,157,Lakeland Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.54607499999999,-113.879748
158 87 BROOKWOOD DR,1054699,14110183,002513,2016,"$206,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 58 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
158 GILMORE WAY,2689768,35608314,014621,2016,"$332,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 1 Block: 7 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
158 HARVEST RIDGE DR,2677426,35382878,014270,2016,"$428,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 110 Block: 8 Plan: 122 3799,,,Spruce Grove,158,Harvest Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E9,53.5617381,-113.948547
158 HEMINGWAY CRES,2759464,36815976,016696,2016,"$128,500.00",VACANT RESIDENTIAL LAND,Lot: 114 Block: 14 Plan: 152 3898,,,Spruce Grove,,,,,,,,,
158 LAKELAND DR,1378262,27938380,006666,2016,"$339,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 1 Block: 18 Plan: 992 3045,,,Spruce Grove,158,Lakeland Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.546342,-113.878925
158 LAKEWOOD DR,1055507,29413440,005373,2016,"$382,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 22 Block: 17 Plan: 022 4539,,,Spruce Grove,158,Lakewood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.5462958,-113.8779975
158 MCLAUGHLIN DR,2628442,35034347,013995,2016,"$408,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 39 Block: 16 Plan: 112 5607,,,Spruce Grove,158,McLaughlin Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5476667,-113.9317733
159 87 BROOKWOOD DR,1054699,14110191,002514,2016,"$201,000.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 59 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
159 BROOKWOOD DR,1378951,16607004,001195,2016,"$324,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 36 Block: 11 Plan: 5805RS,,,Spruce Grove,159,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1C4,53.55139140000001,-113.8894306
159 GILMORE WAY,2689767,35607878,014572,2016,"$340,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 61 Block: 5 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
159 HENDERSON LINK,2699397,35747328,014853,2016,"$138,200.00",VACANT RESIDENTIAL LAND,Lot: 68 Block: 7 Plan: 132 3212,,,Spruce Grove,159,Henderson Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C7,53.5593272,-113.9469997
15B ALBERTA AVE,1377537,23015176,004759,2016,"$683,100.00",COMMERCIAL,Lot: 1E Block: 3 Plan: 922 2095,,,Spruce Grove,15,Alberta Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5360773,-113.9193569
16 100 WESTRIDGE CRES,1054701,11626793,003864,2016,"$207,000.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 25 Plan: 822 0909,,,Spruce Grove,100,Westridge Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1R4,53.5436974,-113.9240407
16 2A FIELDSTONE DR,1380038,26485236,004480,2016,"$359,000.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 16 Plan: 912 1629,,,Spruce Grove,2,Fieldstone Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2Z3,53.559349,-113.907261
16 3 GROVE MEADOW DR,1951502,30193057,007490,2016,"$265,800.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 16 Plan: 032 5639,,,Spruce Grove,3,Grove Meadow Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4L9,53.55003199999999,-113.88363
16 3 SPRUCE RIDGE DR,2025904,30951529,008012,2016,"$291,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 8 Plan: 052 1134,,,Spruce Grove,3,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540489,-113.9375419
16 308 WESTGROVE DR,2286055,33018243,011290,2016,"$296,200.00",COMMERCIAL,Unit: 4 Plan: 082 0854,,,Spruce Grove,308,Westgrove Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P9,53.5395687,-113.9262907
16 320 SPRUCE RIDGE RD,2581515,34737403,013381,2016,"$234,300.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 30 Plan: 092 1385,,,Spruce Grove,320,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H5,53.55677799999999,-113.935783
16 324 HEATHERGLEN DR,166970,29167137,005273,2016,"$289,500.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 16 Plan: 022 0107,,,Spruce Grove,324,Heatherglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3H8,53.5580519,-113.9290459
16 340 SPRUCE RIDGE RD,2585150,34777102,013453,2016,"$370,300.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 16 Plan: 102 3336,,,Spruce Grove,340,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R1,53.55633160000001,-113.9360321
16 481 DIAMOND AVE,2725296,36188712,015859,2016,"$165,800.00",COMMERCIAL,Unit: 16 Plan: 142 2783,,,Spruce Grove,16,Diamond Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5351679,-113.9338746
16 94 LONGVIEW DR,2754634,36709277,016572,2016,"$318,300.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 2 Plan: 152 2920,,,Spruce Grove,16,Longview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H7,53.565686,-113.89964
16 ARALIA COVE,2713220,35978444,015499,2016,"$351,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 122 Block: 26 Plan: 132 5393,,,Spruce Grove,,,,,,,,,
16 ARLINGTON ST,1377368,20025467,000594,2016,"$345,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 42 Block: 11 Plan: 2127RS,,,Spruce Grove,16,Arlington Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2E7,53.5445748,-113.8917292
16 ASPENGLEN CRES,1377148,18767541,004532,2016,"$338,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 51 Block: 15 Plan: 912 1898,,,Spruce Grove,16,Aspenglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3J4,53.5603585,-113.9145186
16 ASPENGLEN DR,1377544,23183098,004766,2016,"$341,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 81 Block: 15 Plan: 922 2288,,,Spruce Grove,16,Aspenglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5607348,-113.9161729
16 AUSTIN CRT,2618974,34962373,013911,2016,"$309,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 92 Block: 26 Plan: 112 4845,,,Spruce Grove,16,Austin Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R5,53.56725280000001,-113.9111415
16 AUTUMNWOOD CRES,2764200,36947000,016928,2016,"$129,100.00",VACANT RESIDENTIAL LAND,Lot: 76 Block: 24 Plan: 152 5099,,,Spruce Grove,,,,,,,,,
16 AVERY COVE,2764856,36970854,017033,2016,"$143,900.00",VACANT RESIDENTIAL LAND,Lot: 8 Block: 27 Plan: 152 5309,,,Spruce Grove,,Spruce Tree Campground Loop,Avery,Idaho,Shoshone County,United States,83802,47.04584699999999,-115.346173
16 BALMORAL DR,1378948,16578065,001160,2016,"$311,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 1 Block: 11 Plan: 5805RS,,,Spruce Grove,16,Balmoral Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1C5,53.55307879999999,-113.8908496
16 BEECHMONT CRES,1378959,10613479,001226,2016,"$341,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 18 Block: 12 Plan: 5805RS,,,Spruce Grove,16,Beechmont Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1E8,53.552267,-113.888785
16 BELLEVILLE AVE,1379100,11395473,001375,2016,"$330,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 15 Block: 1 Plan: 499TR,,,Spruce Grove,16,Belleville Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1J6,53.5487203,-113.8923319
16 BELMONT CRES,1377362,19949255,000356,2016,"$338,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 13 Plan: 165RS,,,Spruce Grove,16,Belmont Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2G9,53.54288769999999,-113.8891199
16 BRAMPTON ST,1375829,10344258,001249,2016,"$307,700.00",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,16,Brampton Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1G1,53.55197,-113.886084
16 BROOKSIDE AVE,1378875,15315840,000976,2016,"$319,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 9 Plan: 5340RS,,,Spruce Grove,16,Brookside Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1B6,53.5549221,-113.893296
16 BROOKSIDE CRES,1376884,15640329,000930,2016,"$340,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 12 Block: 7 Plan: 5340RS,,,Spruce Grove,16,Brookside Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1B7,53.553678,-113.896043
16 BURLINGTON PL,1376948,16578933,001299,2016,"$341,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 15 Block: 15 Plan: 5805RS,,,Spruce Grove,16,Burlington Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1E2,53.55391299999999,-113.889977
16 COLLINGWOOD AVE,1379172,20443842,000438,2016,"$314,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 6 Plan: 1549RS,,,Spruce Grove,16,Collingwood Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A8,53.5478612,-113.8909145
16 CREEKSIDE WAY,1378088,27176189,006468,2016,"$420,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 40 Block: 18 Plan: 972 3179,,,Spruce Grove,16,Creekside Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y7,53.5607169,-113.9180822
